"player_id","full_name","position","team","gsis_id","season_year","week","nbplays","receiving_yds","receiving_tds","receiving_rec"
"00-0028114","Dwayne Harris","WR","DAL","2012120213",2012,13,3,11,0,1
"00-0028114","Dwayne Harris","WR","DAL","2012120909",2012,14,11,33,0,3
"00-0028114","Dwayne Harris","WR","DAL","2012121611",2012,15,7,46,0,4
"00-0028114","Dwayne Harris","WR","DAL","2012122306",2012,16,7,16,1,1
"00-0028114","Dwayne Harris","WR","DAL","2012123007",2012,17,15,25,0,1
"00-0029000","Cole Beasley","WR","DAL","",2012,1,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","",2012,2,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","",2012,3,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","2012100100",2012,4,2,14,0,2
"00-0029000","Cole Beasley","WR","DAL","",2012,5,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","",2012,6,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","",2012,7,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","",2012,8,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","2012110411",2012,9,2,8,0,1
"00-0029000","Cole Beasley","WR","DAL","2012111109",2012,10,1,3,0,1
"00-0029000","Cole Beasley","WR","DAL","2012111804",2012,11,1,8,0,1
"00-0029000","Cole Beasley","WR","DAL","2012112201",2012,12,13,68,0,7
"00-0029000","Cole Beasley","WR","DAL","2012120213",2012,13,2,13,0,1
"00-0029000","Cole Beasley","WR","DAL","",2012,14,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","2012121611",2012,15,2,14,0,2
"00-0029000","Cole Beasley","WR","DAL","",2012,16,0,0,0,0
"00-0029000","Cole Beasley","WR","DAL","2012123007",2012,17,1,0,0,0
"00-0022427","Wes Welker","WR","DEN","2012090904",2012,1,5,14,0,3
"00-0022427","Wes Welker","WR","DEN","2012091602",2012,2,12,95,0,5
"00-0022427","Wes Welker","WR","DEN","2012092313",2012,3,10,142,0,8
"00-0022427","Wes Welker","WR","DEN","2012093000",2012,4,14,129,0,9
"00-0022427","Wes Welker","WR","DEN","2012100709",2012,5,16,104,1,13
"00-0022427","Wes Welker","WR","DEN","2012101408",2012,6,18,138,1,10
"00-0022427","Wes Welker","WR","DEN","2012102108",2012,7,11,66,0,6
"00-0022427","Wes Welker","WR","DEN","2012102804",2012,8,9,48,0,6
"00-0022427","Wes Welker","WR","DEN","",2012,9,0,0,0,0
"00-0022427","Wes Welker","WR","DEN","2012111103",2012,10,11,74,0,6
"00-0022427","Wes Welker","WR","DEN","2012111806",2012,11,11,80,0,7
"00-0022427","Wes Welker","WR","DEN","2012112202",2012,12,12,43,1,6
"00-0022427","Wes Welker","WR","DEN","2012120207",2012,13,18,103,1,12
"00-0022427","Wes Welker","WR","DEN","2012121000",2012,14,16,52,0,3
"00-0022427","Wes Welker","WR","DEN","2012121613",2012,15,15,56,0,5
"00-0022427","Wes Welker","WR","DEN","2012122304",2012,16,18,88,1,10
"00-0022427","Wes Welker","WR","DEN","2012123001",2012,17,17,94,1,8
"00-0026237","Andre Caldwell","WR","DEN","",2012,1,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,2,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,3,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","2012093008",2012,4,2,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,5,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,6,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,7,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,8,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,9,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,10,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,11,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,12,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,13,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","2012120600",2012,14,1,18,0,1
"00-0026237","Andre Caldwell","WR","DEN","",2012,15,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","",2012,16,0,0,0,0
"00-0026237","Andre Caldwell","WR","DEN","2012123012",2012,17,3,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012090903",2012,1,6,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012091607",2012,2,10,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012092311",2012,3,6,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012093001",2012,4,6,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012100800",2012,5,5,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012101500",2012,6,2,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","",2012,7,0,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012102811",2012,8,5,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012110404",2012,9,4,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012111100",2012,10,13,17,0,2
"00-0027606","Trindon Holliday","WR","DEN","2012111810",2012,11,4,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012112504",2012,12,3,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012120209",2012,13,5,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012120600",2012,14,3,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012121606",2012,15,7,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","2012122311",2012,16,3,0,0,0
"00-0027606","Trindon Holliday","WR","DEN","",2012,17,0,0,0,0
"00-0027690","Eric Decker","WR","DEN","2012090912",2012,1,7,54,0,5
"00-0027690","Eric Decker","WR","DEN","2012091700",2012,2,10,53,0,4
"00-0027690","Eric Decker","WR","DEN","2012092311",2012,3,12,136,0,8
"00-0027690","Eric Decker","WR","DEN","2012093008",2012,4,9,79,1,7
"00-0027690","Eric Decker","WR","DEN","2012100709",2012,5,8,21,1,4
"00-0027690","Eric Decker","WR","DEN","2012101500",2012,6,10,98,1,6
"00-0027690","Eric Decker","WR","DEN","",2012,7,0,0,0,0
"00-0027690","Eric Decker","WR","DEN","2012102811",2012,8,6,43,2,4
"00-0027690","Eric Decker","WR","DEN","2012110404",2012,9,12,99,2,8
"00-0027690","Eric Decker","WR","DEN","2012111100",2012,10,4,15,0,2
"00-0027690","Eric Decker","WR","DEN","2012111810",2012,11,5,23,1,2
"00-0027690","Eric Decker","WR","DEN","2012112504",2012,12,8,64,0,4
"00-0027690","Eric Decker","WR","DEN","2012120209",2012,13,2,17,0,2
"00-0027690","Eric Decker","WR","DEN","2012120600",2012,14,10,88,0,8
"00-0027690","Eric Decker","WR","DEN","2012121606",2012,15,11,133,1,8
"00-0027690","Eric Decker","WR","DEN","2012122311",2012,16,6,65,2,6
"00-0027690","Eric Decker","WR","DEN","2012123012",2012,17,8,76,2,7
"00-0027874","Demaryius Thomas","WR","DEN","2012090912",2012,1,7,110,1,5
"00-0027874","Demaryius Thomas","WR","DEN","2012091700",2012,2,12,78,1,8
"00-0027874","Demaryius Thomas","WR","DEN","2012092311",2012,3,12,34,0,3
"00-0027874","Demaryius Thomas","WR","DEN","2012093008",2012,4,6,103,0,5
"00-0027874","Demaryius Thomas","WR","DEN","2012100709",2012,5,11,188,0,9
"00-0027874","Demaryius Thomas","WR","DEN","2012101500",2012,6,2,37,1,2
"00-0027874","Demaryius Thomas","WR","DEN","",2012,7,0,0,0,0
"00-0027874","Demaryius Thomas","WR","DEN","2012102811",2012,8,9,137,1,7
"00-0027874","Demaryius Thomas","WR","DEN","2012110404",2012,9,8,77,0,6
"00-0027874","Demaryius Thomas","WR","DEN","2012111100",2012,10,12,135,0,9
"00-0027874","Demaryius Thomas","WR","DEN","2012111810",2012,11,9,42,1,3
"00-0027874","Demaryius Thomas","WR","DEN","2012112504",2012,12,8,82,1,4
"00-0027874","Demaryius Thomas","WR","DEN","2012120209",2012,13,10,99,2,8
"00-0027874","Demaryius Thomas","WR","DEN","2012120600",2012,14,7,83,0,5
"00-0027874","Demaryius Thomas","WR","DEN","2012121606",2012,15,9,13,0,4
"00-0027874","Demaryius Thomas","WR","DEN","2012122311",2012,16,14,102,1,9
"00-0027874","Demaryius Thomas","WR","DEN","2012123012",2012,17,8,122,1,7
"00-0021999","Nate Burleson","WR","DET","2012090905",2012,1,9,69,0,6
"00-0021999","Nate Burleson","WR","DET","2012091613",2012,2,6,11,0,1
"00-0021999","Nate Burleson","WR","DET","2012092303",2012,3,15,69,1,10
"00-0021999","Nate Burleson","WR","DET","2012093003",2012,4,9,51,0,5
"00-0021999","Nate Burleson","WR","DET","",2012,5,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","2012101404",2012,6,11,24,1,4
"00-0021999","Nate Burleson","WR","DET","2012102200",2012,7,3,16,0,1
"00-0021999","Nate Burleson","WR","DET","",2012,8,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,9,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,10,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,11,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,12,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,13,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,14,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,15,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,16,0,0,0,0
"00-0021999","Nate Burleson","WR","DET","",2012,17,0,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","",2012,1,0,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012091611",2012,2,2,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012092310",2012,3,4,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012093002",2012,4,1,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","",2012,5,0,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","",2012,6,0,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012102109",2012,7,6,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012102800",2012,8,7,7,0,1
"00-0023968","Micheal Spurlock","WR","DET","2012110402",2012,9,6,35,1,5
"00-0023968","Micheal Spurlock","WR","DET","2012110800",2012,10,9,61,0,6
"00-0023968","Micheal Spurlock","WR","DET","2012111807",2012,11,5,18,0,2
"00-0023968","Micheal Spurlock","WR","DET","2012112503",2012,12,2,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","",2012,13,0,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012120902",2012,14,14,64,0,7
"00-0023968","Micheal Spurlock","WR","DET","2012121609",2012,15,6,8,0,1
"00-0023968","Micheal Spurlock","WR","DET","2012122314",2012,16,10,0,0,0
"00-0023968","Micheal Spurlock","WR","DET","2012123013",2012,17,8,7,0,1
"00-0025389","Calvin Johnson","WR","DET","2012090905",2012,1,7,111,0,6
"00-0025389","Calvin Johnson","WR","DET","2012091613",2012,2,12,94,0,8
"00-0025389","Calvin Johnson","WR","DET","2012092303",2012,3,12,164,1,10
"00-0025389","Calvin Johnson","WR","DET","2012093003",2012,4,12,54,0,5
"00-0025389","Calvin Johnson","WR","DET","",2012,5,0,0,0,0
"00-0025389","Calvin Johnson","WR","DET","2012101404",2012,6,15,135,0,6
"00-0025389","Calvin Johnson","WR","DET","2012102200",2012,7,11,34,0,3
"00-0025389","Calvin Johnson","WR","DET","2012102807",2012,8,8,46,0,3
"00-0025389","Calvin Johnson","WR","DET","2012110402",2012,9,8,129,0,7
"00-0025389","Calvin Johnson","WR","DET","2012111107",2012,10,13,207,1,12
"00-0025389","Calvin Johnson","WR","DET","2012111801",2012,11,11,143,1,5
"00-0025389","Calvin Johnson","WR","DET","2012112200",2012,12,17,140,1,8
"00-0025389","Calvin Johnson","WR","DET","2012120205",2012,13,20,171,1,13
"00-0025389","Calvin Johnson","WR","DET","2012120913",2012,14,13,118,0,10
"00-0025389","Calvin Johnson","WR","DET","2012121608",2012,15,17,121,0,10
"00-0025389","Calvin Johnson","WR","DET","2012122200",2012,16,16,225,0,11
"00-0025389","Calvin Johnson","WR","DET","2012123008",2012,17,14,72,0,5
"00-0026780","Kevin Ogletree","WR","DET","2012090500",2012,1,11,114,2,8
"00-0026780","Kevin Ogletree","WR","DET","2012091608",2012,2,2,26,0,1
"00-0026780","Kevin Ogletree","WR","DET","2012092300",2012,3,7,57,0,5
"00-0026780","Kevin Ogletree","WR","DET","2012100100",2012,4,6,24,0,3
"00-0026780","Kevin Ogletree","WR","DET","",2012,5,0,0,0,0
"00-0026780","Kevin Ogletree","WR","DET","2012101406",2012,6,5,0,0,0
"00-0026780","Kevin Ogletree","WR","DET","2012102102",2012,7,6,27,0,4
"00-0026780","Kevin Ogletree","WR","DET","2012102810",2012,8,3,0,0,0
"00-0026780","Kevin Ogletree","WR","DET","2012110411",2012,9,4,96,1,3
"00-0026780","Kevin Ogletree","WR","DET","",2012,10,0,0,0,0
"00-0026780","Kevin Ogletree","WR","DET","2012111804",2012,11,3,10,0,1
"00-0026780","Kevin Ogletree","WR","DET","",2012,12,0,0,0,0
"00-0026780","Kevin Ogletree","WR","DET","2012120213",2012,13,3,8,0,1
"00-0026780","Kevin Ogletree","WR","DET","2012120909",2012,14,3,28,0,2
"00-0026780","Kevin Ogletree","WR","DET","2012121611",2012,15,1,9,0,1
"00-0026780","Kevin Ogletree","WR","DET","2012122306",2012,16,1,12,0,1
"00-0026780","Kevin Ogletree","WR","DET","2012123007",2012,17,4,25,1,2
"00-0028045","Kris Durham","WR","DET","",2012,1,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,2,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,3,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,4,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,5,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,6,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,7,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,8,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,9,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,10,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,11,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,12,0,0,0,0
"00-0028045","Kris Durham","WR","DET","",2012,13,0,0,0,0
"00-0028045","Kris Durham","WR","DET","2012120913",2012,14,9,54,0,4
"00-0028045","Kris Durham","WR","DET","2012121608",2012,15,5,14,0,1
"00-0028045","Kris Durham","WR","DET","2012122200",2012,16,5,32,0,2
"00-0028045","Kris Durham","WR","DET","2012123008",2012,17,3,25,1,1
"00-0028249","Jeremy Ross","WR","DET","",2012,1,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,2,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,3,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,4,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,5,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,6,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,7,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,8,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,9,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,10,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,11,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,12,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,13,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,14,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","",2012,15,0,0,0,0
"00-0028249","Jeremy Ross","WR","DET","2012122300",2012,16,3,0,0,0
"00-0028249","Jeremy Ross","WR","DET","2012123009",2012,17,6,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,1,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,2,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,3,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","2012093003",2012,4,1,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,5,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,6,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","2012102200",2012,7,4,51,1,3
"00-0029209","Ryan Broyles","WR","DET","2012102807",2012,8,5,37,1,3
"00-0029209","Ryan Broyles","WR","DET","2012110402",2012,9,6,52,0,6
"00-0029209","Ryan Broyles","WR","DET","2012111107",2012,10,3,6,0,1
"00-0029209","Ryan Broyles","WR","DET","2012111801",2012,11,2,35,0,2
"00-0029209","Ryan Broyles","WR","DET","2012112200",2012,12,12,126,0,6
"00-0029209","Ryan Broyles","WR","DET","2012120205",2012,13,1,3,0,1
"00-0029209","Ryan Broyles","WR","DET","",2012,14,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,15,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,16,0,0,0,0
"00-0029209","Ryan Broyles","WR","DET","",2012,17,0,0,0,0
"00-0025465","James Jones","WR","GB","2012090909",2012,1,7,81,1,4
"00-0025465","James Jones","WR","GB","2012091300",2012,2,5,-1,0,2
"00-0025465","James Jones","WR","GB","2012092400",2012,3,7,55,0,5
"00-0025465","James Jones","WR","GB","2012093010",2012,4,6,56,2,5
"00-0025465","James Jones","WR","GB","2012100702",2012,5,8,46,2,4
"00-0025465","James Jones","WR","GB","2012101411",2012,6,7,33,2,3
"00-0025465","James Jones","WR","GB","2012102104",2012,7,10,53,0,6
"00-0025465","James Jones","WR","GB","2012102800",2012,8,9,78,0,7
"00-0025465","James Jones","WR","GB","2012110401",2012,9,7,61,1,4
"00-0025465","James Jones","WR","GB","",2012,10,0,0,0,0
"00-0025465","James Jones","WR","GB","2012111801",2012,11,4,33,0,2
"00-0025465","James Jones","WR","GB","",2012,12,0,0,0,0
"00-0025465","James Jones","WR","GB","2012120201",2012,13,2,40,1,2
"00-0025465","James Jones","WR","GB","2012120913",2012,14,5,27,0,2
"00-0025465","James Jones","WR","GB","2012121600",2012,15,7,60,3,5
"00-0025465","James Jones","WR","GB","2012122300",2012,16,10,100,1,7
"00-0025465","James Jones","WR","GB","2012123009",2012,17,8,62,1,6
"00-0026176","Jordy Nelson","WR","GB","2012090909",2012,1,7,64,0,5
"00-0026176","Jordy Nelson","WR","GB","2012091300",2012,2,9,84,0,6
"00-0026176","Jordy Nelson","WR","GB","2012092400",2012,3,3,19,0,2
"00-0026176","Jordy Nelson","WR","GB","2012093010",2012,4,12,93,1,8
"00-0026176","Jordy Nelson","WR","GB","2012100702",2012,5,5,29,0,2
"00-0026176","Jordy Nelson","WR","GB","2012101411",2012,6,12,121,3,9
"00-0026176","Jordy Nelson","WR","GB","2012102104",2012,7,9,122,1,8
"00-0026176","Jordy Nelson","WR","GB","",2012,8,0,0,0,0
"00-0026176","Jordy Nelson","WR","GB","2012110401",2012,9,1,0,0,0
"00-0026176","Jordy Nelson","WR","GB","",2012,10,0,0,0,0
"00-0026176","Jordy Nelson","WR","GB","2012111801",2012,11,5,45,0,3
"00-0026176","Jordy Nelson","WR","GB","2012112511",2012,12,4,71,1,2
"00-0026176","Jordy Nelson","WR","GB","2012120201",2012,13,1,10,0,1
"00-0026176","Jordy Nelson","WR","GB","",2012,14,0,0,0,0
"00-0026176","Jordy Nelson","WR","GB","",2012,15,0,0,0,0
"00-0026176","Jordy Nelson","WR","GB","",2012,16,0,0,0,0
"00-0026176","Jordy Nelson","WR","GB","2012123009",2012,17,5,87,1,3
"00-0028002","Randall Cobb","WR","GB","2012090909",2012,1,17,77,0,9
"00-0028002","Randall Cobb","WR","GB","2012091300",2012,2,8,20,0,1
"00-0028002","Randall Cobb","WR","GB","2012092400",2012,3,9,-1,0,1
"00-0028002","Randall Cobb","WR","GB","2012093010",2012,4,12,66,0,7
"00-0028002","Randall Cobb","WR","GB","2012100702",2012,5,12,82,1,4
"00-0028002","Randall Cobb","WR","GB","2012101411",2012,6,16,102,0,7
"00-0028002","Randall Cobb","WR","GB","2012102104",2012,7,12,89,2,8
"00-0028002","Randall Cobb","WR","GB","2012102800",2012,8,12,28,1,5
"00-0028002","Randall Cobb","WR","GB","2012110401",2012,9,20,37,2,3
"00-0028002","Randall Cobb","WR","GB","",2012,10,0,0,0,0
"00-0028002","Randall Cobb","WR","GB","2012111801",2012,11,20,74,1,9
"00-0028002","Randall Cobb","WR","GB","2012112511",2012,12,17,39,0,4
"00-0028002","Randall Cobb","WR","GB","2012120201",2012,13,14,62,0,6
"00-0028002","Randall Cobb","WR","GB","2012120913",2012,14,12,102,0,7
"00-0028002","Randall Cobb","WR","GB","2012121600",2012,15,15,115,0,6
"00-0028002","Randall Cobb","WR","GB","2012122300",2012,16,8,62,1,3
"00-0028002","Randall Cobb","WR","GB","",2012,17,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,1,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,2,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,3,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,4,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,5,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,6,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,7,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012102800",2012,8,1,9,0,1
"00-0029051","Jarrett Boykin","WR","GB","2012110401",2012,9,2,7,0,2
"00-0029051","Jarrett Boykin","WR","GB","",2012,10,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","",2012,11,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012112511",2012,12,1,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012120201",2012,13,2,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012120913",2012,14,1,4,0,1
"00-0029051","Jarrett Boykin","WR","GB","",2012,15,0,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012122300",2012,16,1,0,0,0
"00-0029051","Jarrett Boykin","WR","GB","2012123009",2012,17,1,7,0,1
"00-0022044","Andre Johnson","WR","HOU","2012090903",2012,1,10,119,1,8
"00-0022044","Andre Johnson","WR","HOU","2012091607",2012,2,4,21,0,3
"00-0022044","Andre Johnson","WR","HOU","2012092311",2012,3,4,72,1,2
"00-0022044","Andre Johnson","WR","HOU","2012093001",2012,4,6,56,0,3
"00-0022044","Andre Johnson","WR","HOU","2012100800",2012,5,6,15,0,1
"00-0022044","Andre Johnson","WR","HOU","2012101411",2012,6,12,75,0,8
"00-0022044","Andre Johnson","WR","HOU","2012102105",2012,7,10,86,0,9
"00-0022044","Andre Johnson","WR","HOU","",2012,8,0,0,0,0
"00-0022044","Andre Johnson","WR","HOU","2012110406",2012,9,10,118,0,8
"00-0022044","Andre Johnson","WR","HOU","2012111111",2012,10,9,35,0,4
"00-0022044","Andre Johnson","WR","HOU","2012111807",2012,11,19,273,1,14
"00-0022044","Andre Johnson","WR","HOU","2012112200",2012,12,15,188,0,9
"00-0022044","Andre Johnson","WR","HOU","2012120208",2012,13,7,56,0,5
"00-0022044","Andre Johnson","WR","HOU","2012121000",2012,14,10,95,0,8
"00-0022044","Andre Johnson","WR","HOU","2012121607",2012,15,13,151,1,11
"00-0022044","Andre Johnson","WR","HOU","2012122310",2012,16,10,97,0,7
"00-0022044","Andre Johnson","WR","HOU","2012123004",2012,17,18,141,0,12
"00-0028542","Lestar Jean","WR","HOU","2012090903",2012,1,2,9,0,1
"00-0028542","Lestar Jean","WR","HOU","",2012,2,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","2012092311",2012,3,1,46,0,1
"00-0028542","Lestar Jean","WR","HOU","",2012,4,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,5,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,6,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,7,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,8,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,9,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,10,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","2012111807",2012,11,1,11,0,1
"00-0028542","Lestar Jean","WR","HOU","",2012,12,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","2012120208",2012,13,2,54,1,1
"00-0028542","Lestar Jean","WR","HOU","2012121000",2012,14,6,31,0,2
"00-0028542","Lestar Jean","WR","HOU","2012121607",2012,15,1,0,0,0
"00-0028542","Lestar Jean","WR","HOU","",2012,16,0,0,0,0
"00-0028542","Lestar Jean","WR","HOU","2012123004",2012,17,1,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012090903",2012,1,1,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012091607",2012,2,2,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012092311",2012,3,5,20,0,2
"00-0029415","Keshawn Martin","WR","HOU","2012093001",2012,4,3,19,0,2
"00-0029415","Keshawn Martin","WR","HOU","2012100800",2012,5,1,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012101411",2012,6,12,24,0,2
"00-0029415","Keshawn Martin","WR","HOU","2012102105",2012,7,7,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","",2012,8,0,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012110406",2012,9,7,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012111111",2012,10,5,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012111807",2012,11,10,9,1,1
"00-0029415","Keshawn Martin","WR","HOU","2012112200",2012,12,14,17,0,2
"00-0029415","Keshawn Martin","WR","HOU","2012120208",2012,13,7,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012121000",2012,14,8,-4,0,1
"00-0029415","Keshawn Martin","WR","HOU","2012121607",2012,15,4,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012122310",2012,16,7,0,0,0
"00-0029415","Keshawn Martin","WR","HOU","2012123004",2012,17,4,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,1,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,2,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,3,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,4,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","2012100800",2012,5,2,0,0,0
"00-0029673","DeVier Posey","WR","HOU","2012101411",2012,6,3,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,7,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,8,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,9,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,10,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","2012111807",2012,11,2,0,0,0
"00-0029673","DeVier Posey","WR","HOU","",2012,12,0,0,0,0
"00-0029673","DeVier Posey","WR","HOU","2012120208",2012,13,1,0,0,0
"00-0029673","DeVier Posey","WR","HOU","2012121000",2012,14,3,19,0,1
"00-0029673","DeVier Posey","WR","HOU","2012121607",2012,15,3,46,0,3
"00-0029673","DeVier Posey","WR","HOU","2012122310",2012,16,7,6,0,1
