2010,"Wallace Wright","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Anthony Adams","","","","","","","","","","","","","","","","","Q",""
2010,"Devin Aromashodu","","Q","","","","","","","","","","","","","","","",""
2010,"Earl Bennett","P","P","","","","","","","","","","","","","Q","Q","",""
2010,"Zackary Bowman","","","","","","","O","Q","Q","Q","","","","","P","","",""
2010,"Lance Briggs","P","Q","Q","","","Q","Q","Q","","","","","","","P","","",""
2010,"Desmond Clark","P","","","","","","","Q","","","","","","","","","",""
2010,"Todd Collins","","","","","P","","","","","","","","","","","","",""
2010,"Jay Cutler","","","","","O","P","","","","","","","","","","","",""
2010,"Rashied Davis","","","","","","","","","","P","","Q","","","","","",""
2010,"Matt Forte","","P","","","","","","","","","","","","","","","",""
2010,"Roberto Garza","","","","Q","","O","O","P","","","","","","","","","",""
2010,"Corey Graham","","","","","","","","","","","","","","","P","","",""
2010,"Chris Harris","","","","Q","","","Q","","","","","","","","","","","Q"
2010,"Devin Hester","","","","","","","","","","P","","","","","","","",""
2010,"Hunter Hillenmeyer","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Israel Idonije","","","Q","Q","","","","","","","","","","","","","","P"
2010,"Brian Iwuh","","","Q","","","","","","","","","","","","","","",""
2010,"Tim Jennings","","","","","","","","","Q","","","","","","","","",""
2010,"Johnny Knox","","","","","","","","","","P","","","","","","","",""
2010,"Olin Kreutz","","","","","","","","","Q","","","","","","","","",""
2010,"Lance Louis","","","","O","Q","","","","","","","","","","","","",""
2010,"Danieal Manning","","","","","","","Q","","","","","","","","","","",""
2010,"D.J. Moore","","","","","","","","","Q","","","","","","","","",""
2010,"Nick Roach","O","Q","P","","","","","","","","","","Q","","","O","",""
2010,"Craig Steltz","Q","","","","","","","","","","","","","","P","","",""
2010,"Chester Taylor","","","","","","","","","","","","","Q","","","","",""
2010,"Charles Tillman","","","","","","Q","","","","","","","","","P","","",""
2010,"Pisa Tinoisamoa","","","","","","","","","","O","Q","Q","Q","Q","Q","Q","Q","Q"
2010,"Harvey Unga","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Brian Urlacher","","","","","","P","Q","","","","","","","","","","",""
2010,"Chris Williams","","O","Q","Q","Q","P","","","","","","","","","","","",""
2010,"Edwin Williams","","","","","","","","Q","","","","","","","","","",""
2010,"Major Wright","P","O","Q","O","Q","Q","Q","","","","","","","","P","","",""
2010,"Geno Atkins","Q","","","","","","","","","","","","","","",""
2010,"Cedric Benson","","P","","P","","","","","","P","P","","","","",""
2010,"Andre Caldwell","Q","P","","","","","","","","","","","","","",""
2010,"Kyle Cook","","","","","","","","","","","","","Q","","P",""
2010,"Chris Crocker","","","","","","","","","Q","Q","O","IR","IR","IR","IR","IR"
2010,"Carlos Dunlap","","","","","","","","","Q","","","","Q","","","Q"
2010,"Jonathan Fanene","Q","Q","Q","Q","Q","P","O","O","O","IR","IR","IR","IR","IR","IR","IR"
2010,"Brandon Ghee","Q","P","","","","","","","","Q","Q","Q","IR","IR","IR","IR"
2010,"Jermaine Gresham","","","","","","","","","","","","","Q","","","Q"
2010,"Leon Hall","","","","","","","Q","","","","","","","","",""
2010,"Brandon Johnson","","","","","","","Q","","","","","","","","",""
2010,"Chad Johnson","","","","","P","","","","P","Q","P","","","P","Q","O"
2010,"Tank Johnson","","","P","","","","","Q","Q","Q","Q","IR","IR","IR","IR","IR"
2010,"Adam Jones","","","Q","P","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Dhani Jones","","","","","Q","","","","","","","","","","",""
2010,"Johnathan Joseph","","","","","Q","Q","Q","P","","","O","Q","Q","Q","","Q"
2010,"Brian Leonard","D","P","Q","","","Q","P","","","","","","","","Q","IR"
2010,"Nate Livings","","","","","","","","","","","","","Q","","",""
2010,"Rey Maualuga","","","","","","","","","Q","Q","P","","Q","","",""
2010,"Roddrick Muckelroy","","","","","","","","Q","Q","","","","","","",""
2010,"Rico Murray","","","","","","","","","","","Q","Q","Q","IR","IR","IR"
2010,"Nedu Ndukwe","","","","","","","Q","P","","Q","P","","","IR","IR","IR"
2010,"Tom Nelson","PUP","PUP","PUP","PUP","PUP","PUP","","PUP","PUP","","","","","O","O","O"
2010,"Mike Nugent","","","","","","","","","","IR","IR","IR","IR","IR","IR","IR"
2010,"Antwan Odom","","","Q","Q","","","","","","O","P","IR","IR","IR","IR","IR"
2010,"Terrell Owens","","","P","P","","","P","","","","","Q","P","Q","IR","IR"
2010,"Carson Palmer","","","","","","","P","","Q","P","Q","","","","",""
2010,"Cedric Peerman","","","","","","","","","P","","","","","","",""
2010,"Keith Rivers","","Q","Q","Q","","","Q","Q","Q","","","","","Q","",""
2010,"Dennis Roland","","","","","","","","","","","Q","","","","Q",""
2010,"Frostee Rucker","","","Q","","","","","Q","","Q","IR","IR","IR","IR","IR","IR"
2010,"Bernard Scott","","","","","P","","","","","","","","P","","Q","Q"
2010,"Jordan Shipley","","","","","Q","P","","","","","","","","","",""
2010,"Jason Shirley","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O"
2010,"Pat Sims","","","","","Q","Q","","","","","","Q","Q","Q","",""
2010,"Dan Skuta","","","","Q","","","","","","","","","","","","Q"
2010,"Andre Smith","","","","","","","Q","","O","IR","IR","IR","IR","IR","IR","IR"
2010,"Morgan Trent","","","","","","","Q","","Q","IR","IR","IR","IR","IR","IR","IR"
2010,"Jonathan Wade","","","","","","","","","","","","","","Q","Q",""
2010,"Andrew Whitworth","","","","","","","","","","","","Q","","","",""
2010,"Roy Williams","","","","","O","Q","Q","P","","","D","P","","","",""
2010,"Gibril Wilson","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Mike Adams","","","","","","","","","Q","Q","Q","","","","",""
2010,"Titus Adams","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Eric Alexander","","","","","","","","","","","","","","","Q","Q"
2010,"Eric Barton","","","Q","","","","","","","Q","Q","Q","Q","","",""
2010,"Mike Bell","","","","","","","","","","","","","","P","",""
2010,"Marcus Benard","Q","Q","Q","P","","","","","Q","Q","","","","Q","Q","Q"
2010,"David Bowens","Q","","","","","","","","","","","","","Q","",""
2010,"Sheldon Brown","","","","","","","","","","Q","","","","Q","Q","Q"
2010,"Titus Brown","","","","","","","","","","","","","D","Q","",""
2010,"Kenyon Coleman","","","","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q"
2010,"Blake Costanzo","","","","","","","","","","","IR","IR","IR","IR","IR","IR"
2010,"Josh Cribbs","","","P","Q","P","Q","D","","","Q","Q","Q","Q","Q","P",""
2010,"James Davis","","","","Q","","","","","","","","","","","",""
2010,"Jake Delhomme","","D","O","Q","Q","Q","Q","Q","Q","Q","P","","","","",""
2010,"Abram Elam","","","","","","Q","","","","","","","","","",""
2010,"Scott Fujita","","","","","","","","","","O","Q","O","Q","Q","IR","IR"
2010,"Johnathan Haggerty","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Montario Hardesty","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Jerome Harrison","","","Q","Q","P","","","","","","","","","","",""
2010,"Peyton Hillis","","","","","Q","Q","Q","","","","","","","","P","Q"
2010,"D'Qwell Jackson","O","Q","Q","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Shawn Lauvao","Q","Q","Q","Q","Q","Q","","","","","","","","","",""
2010,"Alex Mack","","","","","Q","Q","Q","","","","","","","","",""
2010,"Kaluka Maiava","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Mohamed Massaquoi","","","","","","O","D","Q","","","","","","","",""
2010,"Colt McCoy","","","","","","","","","","","O","Q","Q","P","Q",""
2010,"Carlton Mitchell","","","Q","","","","","","","","","","","","",""
2010,"Evan Moore","","O","D","","","","","","","","","O","Q","Q","IR","IR"
2010,"Tony Pashos","","","","","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Ryan Pontbriand","","Q","","","","","","","","","","","","","",""
2010,"Chris Roberson","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Derrick Roberson","","Q","Q","Q","","","","","","","","","","","",""
2010,"Brian Robiskie","","","Q","Q","Q","","","","","","","","","","",""
2010,"Shaun Rogers","P","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q","Q"
2010,"Matt Roth","","","Q","","","","","Q","","","","","","","","P"
2010,"Robert Royal","Q","","","","P","Q","Q","","","","","","","","Q","Q"
2010,"Brian Schaefering","","","P","","","","","","P","","","","","Q","","Q"
2010,"Alex Smith","","","","","","","","Q","","","","","","","",""
2010,"Robaire Smith","","","Q","Q","Q","Q","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Nick Sorensen","D","Q","","","Q","Q","","","","","","","","","",""
2010,"John St. Clair","","","O","Q","Q","Q","O","Q","Q","","","","","Q","Q","Q"
2010,"Eric Steinbach","","","P","","","","","","","Q","","","","","",""
2010,"Chansi Stuckey","","","","","","","","","","","","","","","P",""
2010,"Joe Thomas","","","P","P","","P","","","","","","","","","",""
2010,"Jason Trusnik","","","","Q","","","","","","","","","","","",""
2010,"Lawrence Vickers","","","Q","Q","","","","","","","","Q","","Q","","P"
2010,"Seneca Wallace","","","","","","D","Q","Q","Q","Q","Q","","","","",""
2010,"T.J. Ward","","","","","","","","","","","","Q","","","",""
2010,"Ben Watson","","","","","","","P","","","O","Q","","","","P","Q"
2010,"Floyd Womack","Q","Q","Q","","","Q","Q","","","Q","Q","Q","Q","Q","Q","Q"
2010,"Eric Wright","","","","","","","","","","O","O","Q","Q","Q","IR","IR"
2010,"Billy Yates","","","","","","","","","","IR","IR","IR","IR","IR","IR","IR"
2010,"Dave Zastudil","IR","IR","IR","IR","IR","IR","IR","IR","IR","","","","","","",""
2010,"Joseph Addai","","","Q","P","P","Q","Q","Q","O","Q","Q","D","Q","Q","Q","",""
2010,"Al Afalava","","","","","","","","","","","","","","","Q","Q","P"
2010,"Pat Angerer","","","","","","","","","Q","","","","","","","",""
2010,"Antoine Bethea","","","","","Q","P","","","","","","","","","","",""
2010,"Gary Brackett","","Q","P","P","P","Q","P","","Q","O","Q","Q","Q","","","",""
2010,"Donald Brown","","","","Q","Q","Q","Q","","","","","","P","","","",""
2010,"Melvin Bullitt","","","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"David Caldwell","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Dallas Clark","","","","","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Austin Collie","","","","Q","Q","Q","O","","O","P","O","Q","Q","P","IR","IR","IR"
2010,"Kavell Conner","","","O","O","O","O","Q","Q","","","","","","","","",""
2010,"Ryan Diem","","Q","","","","","","Q","","","","","","","","","Q"
2010,"Brody Eldridge","","","","","","","","Q","Q","Q","Q","Q","Q","","Q","",""
2010,"Eric Foster","","","Q","","","","","","","","","","","","","Q",""
2010,"Aaron Francisco","","","","","","","","","","","","Q","","","","",""
2010,"Pierre Garcon","","","Q","Q","P","Q","Q","","","","","","","","","",""
2010,"John Gill","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O","O"
2010,"Cody Glenn","Q","P","","","","","","","","","","IR","IR","IR","IR","IR","IR"
2010,"Anthony Gonzalez","","O","O","O","O","D","P","Q","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Tyjuan Hagler","","","","","","","","","","","","","","","Q","",""
2010,"Mike Hart","","","","","Q","Q","","Q","O","Q","O","P","D","Q","Q","P","Q"
2010,"Kelvin Hayden","","","","","","","","","","Q","","Q","Q","P","Q","Q","Q"
2010,"Jordan Hemby","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Ramon Humber","","Q","O","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Javarris James","","","","","","","","","","","Q","","","","","",""
2010,"Antonio Johnson","","","","","","","O","O","Q","","","","","","","","Q"
2010,"Charlie Johnson","Q","Q","Q","P","P","P","","","Q","","","Q","Q","Q","Q","Q",""
2010,"Brandon King","","","Q","Q","P","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Jacob Lacey","Q","P","","","Q","Q","Q","Q","","","","","","","","",""
2010,"Ricardo Mathews","","","","","","","","","","","","Q","Q","","","",""
2010,"Robert Mathis","","Q","","","","","","Q","","","","","","","","",""
2010,"Marcus McCauley","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Fili Moala","","","","","","","","","","","","","","Q","","",""
2010,"Devin Moore","","","","","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Daniel Muir","","","","","","","","","","","","Q","","","Q","Q","P"
2010,"Mike Newton","","","","","","","","","","","","","","","P","","Q"
2010,"Jerraud Powers","","P","P","P","P","P","Q","Q","Q","","","","O","IR","IR","IR","IR"
2010,"Dominic Rhodes","","","","","","","","","","","","","","","","","Q"
2010,"Jamey Richard","","","","Q","P","","","","","","","","","Q","P","","Q"
2010,"Gijon Robinson","","","","","","","","","","","","","","","P","",""
2010,"Bob Sanders","O","O","O","O","O","O","O","O","O","O","O","O","O","IR","IR","IR","IR"
2010,"Tom Santi","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Jeff Saturday","P","P","P","P","","","","","","","","","","","","",""
2010,"Clint Session","","Q","Q","Q","P","","","Q","Q","Q","Q","Q","Q","Q","Q","P","Q"
2010,"Jamie Silva","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Taj Smith","","","","","","","","","","","","","Q","","","",""
2010,"Jacob Tamme","","","","","","","","","Q","","","","Q","P","","",""
2010,"Jaimie Thomas","","","","","","","","","","","","","","Q","Q","Q","P"
2010,"Kevin Thomas","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Justin Tryon","","","","","","","","Q","Q","Q","Q","P","","","","",""
2010,"Tony Ugoh","Q","","","","","","","","","","","","","","","",""
2010,"Chip Vaughn","","","","","","","","","","","IR","IR","IR","IR","IR","IR","IR"
2010,"Reggie Wayne","","","","","P","","Q","","","P","Q","Q","Q","","","","Q"
2010,"Blair White","","","","","","","","","Q","P","","","","","","",""
2010,"Hamza Abdullah","","Q","P","","","","","","","","","","","","",""
2010,"Michael Adams","P","","","","","","","","","","P","","P","","",""
2010,"Derek Anderson","","","","","","","","","","","","","D","D","Q","Q"
2010,"Alan Branch","","","","","Q","","Q","Q","","","","","","","",""
2010,"Steve Breaston","","","Q","O","O","Q","Q","Q","","","Q","Q","Q","Q","",""
2010,"Calais Campbell","","","","","","","","","","","Q","Q","Q","Q","P",""
2010,"Will Davis","P","","Q","","","Q","Q","Q","Q","","IR","IR","IR","IR","IR","IR"
2010,"Darnell Dockett","","","","","","","","","P","Q","Q","Q","P","","",""
2010,"Early Doucet","","O","O","O","O","Q","Q","Q","","","Q","","","","IR","IR"
2010,"Alan Faneca","","","Q","P","","","","","","","","","","","",""
2010,"Jay Feely","","","","","","","","","","","","","Q","Q","",""
2010,"Larry Fitzgerald","P","P","","","","","","","","","","","","","","Q"
2010,"Clark Haggans","","","P","","","","Q","Q","Q","Q","Q","Q","Q","Q","P","Q"
2010,"Max Hall","","","","","","","Q","","","","","P","IR","IR","IR","IR"
2010,"Gerald Hayes","PUP","PUP","PUP","PUP","PUP","PUP","","","","","","","","","",""
2010,"Kenny Iwebema","","Q","P","","Q","Q","","O","IR","IR","IR","IR","IR","IR","IR","IR"
2010,"Brandon Keith","","","","","","","","","","IR","IR","IR","IR","IR","IR","IR"
2010,"Paris Lenon","","","","Q","Q","","","","Q","P","","Q","","","",""
2010,"Ben Patrick","P","","","","","","","","","","","","","","","Q"
2010,"Joey Porter","P","","","","","","Q","","P","","","","Q","P","Q","D"
2010,"Kerry Rhodes","","","","","","P","","P","P","P","P","","","","",""
2010,"Andre Roberts","P","","","","","","","","","","","","","","",""
2010,"Dominique Rodgers-Cromartie","","","","","","","","","","","","Q","","","",""
2010,"O'Brien Schofield","IR","IR","IR","IR","IR","IR","IR","","","","","","","Q","",""
2010,"Stephen Spach","","","","","","","","","","P","","","","","Q",""
2010,"LaRod Stephens-Howling","","","","","","","","","","Q","Q","","","","Q","Q"
2010,"Gregory Toler","","","","","","","Q","","","Q","Q","Q","P","","",""
2010,"Reggie Walker","","","","","","Q","P","","","","P","","","","",""
2010,"Matt Ware","","","","","Q","P","","","","","","Q","","","",""
2010,"Chris Wells","Q","Q","P","P","","","","Q","Q","Q","","","","P","",""
2010,"Dan Williams","","","","","","","P","","","P","Q","Q","","","",""
2010,"Stephen Williams","","","","","","Q","Q","","","","","","","","",""
2010,"Jason Wright","Q","P","","","","","","","O","Q","","","","","",""
2010,"Deon Anderson","","Q","O","","","","","","","","","","","","",""
2010,"Miles Austin","","","","","","","","","","","P","","","","",""
2010,"Alan Ball","","","","","Q","","","","","","","","","","",""
2010,"Marion Barber","","","","","","","","","","","","O","D","Q","P",""
2010,"Martellus Bennett","","","","","Q","","","","","","","","","","",""
2010,"Keith Brooking","","","","","","","","","","","","Q","Q","Q","Q","Q"
2010,"Dez Bryant","","","Q","P","Q","Q","P","","","","","","IR","IR","IR","IR"
2010,"Marc Colombo","Q","P","","","","","","Q","","","","","","","",""
2010,"Chris Gronkowski","","","","Q","P","","","","","","","","","","",""
2010,"Andre Gurode","","","","","Q","P","","","","","","","","","",""
2010,"Jason Hatcher","","","","","","O","Q","Q","O","Q","P","","","","",""
2010,"Stephen Hodge","PUP","PUP","PUP","PUP","PUP","O","O","IR","IR","","","","","","",""
